"Asset-ID";"Gerätename";"Name";"DisplayName";"Version";"Hersteller";"Quelle";"Pakettyp";"PaketId";"InstallDatum";"Installationsort";"Architektur";"BenutzerKontext";"Publisher";"InstallDate";"InstallLocation";"Source";"Sources";"Scope";"Architecture";"UserSID";"PackageType";"DetectionConfidence";"RawSourceKey";"RawPath";"RawNames";"RawEntryCount";"ScanStatus";"ScanMode";"UpdateStatus";"UpdateAvailable";"InstalledVersion";"LatestVersion";"UpdateSource";"UpdateRaw";"UpdateCheckedAt"
"AS-0004";"GOLDENZOPF";"HV-Hostdienst";"HV-Hostdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"HV-Hostdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"HWiNFO® 64";"HWiNFO® 64";"8.46";"Martin Malik, REALiX s.r.o.";"RegistryHKLM64, Winget";"Registry, Winget";"HWiNFO® 64_is1";"20260508";"C:\Program Files\HWiNFO64\";"x64";"Machine";"Martin Malik, REALiX s.r.o.";"20260508";"C:\Program Files\HWiNFO64\";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\HWiNFO® 64_is1";"C:\Program Files\HWiNFO64\";"HWiNFO® 64";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"8.46";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V PowerShell Direct-Dienst";"Hyper-V PowerShell Direct-Dienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Hyper-V PowerShell Direct-Dienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Datenaustauschdienst";"Hyper-V-Datenaustauschdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Hyper-V-Datenaustauschdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Dienst für Zeitsynchronisierung";"Hyper-V-Dienst für Zeitsynchronisierung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p";"Hyper-V-Dienst für Zeitsynchronisierung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Dienst zum Herunterfahren des Gasts";"Hyper-V-Dienst zum Herunterfahren des Gasts";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Hyper-V-Dienst zum Herunterfahren des Gasts";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Gastcomputedienst";"Hyper-V-Gastcomputedienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\vmcomputeagent.exe";"Hyper-V-Gastcomputedienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Gastdienstschnittstelle";"Hyper-V-Gastdienstschnittstelle";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Hyper-V-Gastdienstschnittstelle";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Hostserverdienst";"Hyper-V-Hostserverdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\vmcompute.exe";"Hyper-V-Hostserverdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Remotedesktopvirtualisierungsdienst";"Hyper-V-Remotedesktopvirtualisierungsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k ICService -p";"Hyper-V-Remotedesktopvirtualisierungsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Taktdienst";"Hyper-V-Taktdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k ICService -p";"Hyper-V-Taktdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Verwaltung für virtuelle Computer";"Hyper-V-Verwaltung für virtuelle Computer";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\vmms.exe";"Hyper-V-Verwaltung für virtuelle Computer";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Hyper-V-Volumeschattenkopie-Anforderer";"Hyper-V-Volumeschattenkopie-Anforderer";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Hyper-V-Volumeschattenkopie-Anforderer";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"IKE- und AuthIP IPsec-Schlüsselerstellungsmodule";"IKE- und AuthIP IPsec-Schlüsselerstellungsmodule";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"IKE- und AuthIP IPsec-Schlüsselerstellungsmodule";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging And Configuration Designer (DesktopEditions)";"Imaging And Configuration Designer (DesktopEditions)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{A65BDB59-35E2-5A02-9CF3-A22FFDF29A88}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{A65BDB59-35E2-5A02-9CF3-A22FFDF29A88}";"";"Imaging And Configuration Designer (DesktopEditions)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging And Configuration Designer (OnecoreUAP)";"Imaging And Configuration Designer (OnecoreUAP)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{CB7C9DA0-441C-07DF-2AD9-54129394A57E}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{CB7C9DA0-441C-07DF-2AD9-54129394A57E}";"";"Imaging And Configuration Designer (OnecoreUAP)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging Designer (DesktopEditions)";"Imaging Designer (DesktopEditions)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{329E262C-6F7E-C520-7B2E-26BDE336E321}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{329E262C-6F7E-C520-7B2E-26BDE336E321}";"";"Imaging Designer (DesktopEditions)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging Designer (OnecoreUAP)";"Imaging Designer (OnecoreUAP)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{8BBCE85C-0C0B-A282-737E-41E21BE57A58}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{8BBCE85C-0C0B-A282-737E-41E21BE57A58}";"";"Imaging Designer (OnecoreUAP)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging Tools Support (DesktopEditions)";"Imaging Tools Support (DesktopEditions)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{4C3D8452-762F-AE7F-8E42-4A329FF221DA}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{4C3D8452-762F-AE7F-8E42-4A329FF221DA}";"";"Imaging Tools Support (DesktopEditions)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Imaging Tools Support (OnecoreUAP)";"Imaging Tools Support (OnecoreUAP)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{1F2EEE8C-1BEA-A331-0C28-9B81AB246449}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{1F2EEE8C-1BEA-A331-0C28-9B81AB246449}";"";"Imaging Tools Support (OnecoreUAP)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Infrastrukturdienst für Hintergrundaufgaben";"Infrastrukturdienst für Hintergrundaufgaben";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p";"Infrastrukturdienst für Hintergrundaufgaben";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Content Protection HDCP Service";"Intel(R) Content Protection HDCP Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_b804c9204ad70be1\IntelCpHDCPSvc.exe";"Intel(R) Content Protection HDCP Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Content Protection HECI Service";"Intel(R) Content Protection HECI Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_b804c9204ad70be1\IntelCpHeciSvc.exe";"Intel(R) Content Protection HECI Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Dynamic Application Loader Host Interface Service";"Intel(R) Dynamic Application Loader Host Interface Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\dal.inf_amd64_b45f13a105037dbe\jhi_service.exe";"Intel(R) Dynamic Application Loader Host Interface Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Graphics Command Center Service";"Intel(R) Graphics Command Center Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_47d3698a1c94c55a\OneApp.IGCC.WinService.exe";"Intel(R) Graphics Command Center Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) HD Graphics Control Panel Service";"Intel(R) HD Graphics Control Panel Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_bd81469b51147524\igfxCUIService.exe";"Intel(R) HD Graphics Control Panel Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Management and Security Application Local Management Service";"Intel(R) Management and Security Application Local Management Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\lms.inf_amd64_a47ded124d2e2d3a\LMS.exe";"Intel(R) Management and Security Application Local Management Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) Management Engine WMI Provider Registration";"Intel(R) Management Engine WMI Provider Registration";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_47b9a82f73e9dad8\WMIRegistrationService.exe";"Intel(R) Management Engine WMI Provider Registration";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel(R) TPM Provisioning Service";"Intel(R) TPM Provisioning Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_5fc2aa9407432355\lib\TPMProvisioningService.exe";"Intel(R) TPM Provisioning Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Intel® Grafik-Kontrollraum";"Intel® Grafik-Kontrollraum";"1.100.5688.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Intel® Grafik-Kontrollraum";"1";"OK";"ADMIN";"NotChecked";"False";"1.100.5688.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Inventur- und Kompatibilitätssentitätsdienst";"Inventur- und Kompatibilitätssentitätsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k InvSvcGroup -p";"Inventur- und Kompatibilitätssentitätsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"IP-Hilfsdienst";"IP-Hilfsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k NetSvcs -p";"IP-Hilfsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"IPsec-Richtlinien-Agent";"IPsec-Richtlinien-Agent";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p";"IPsec-Richtlinien-Agent";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Jugendschutz";"Jugendschutz";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalService";"Jugendschutz";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Kits Configuration Installer";"Kits Configuration Installer";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{B417962A-C373-E8A3-40A6-D393D048E09F}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{B417962A-C373-E8A3-40A6-D393D048E09F}";"";"Kits Configuration Installer";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Konfiguration für Remotedesktops";"Konfiguration für Remotedesktops";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k netsvcs -p";"Konfiguration für Remotedesktops";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Konfigurationsdienst für die IP-Übersetzung";"Konfigurationsdienst für die IP-Übersetzung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Konfigurationsdienst für die IP-Übersetzung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Konfigurationsdienst für Druckgeräte";"Konfigurationsdienst für Druckgeräte";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Konfigurationsdienst für Druckgeräte";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Kontaktdaten_112c35";"Kontaktdaten_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup";"Kontaktdaten_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Kryptografiedienste";"Kryptografiedienste";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k NetworkService -p";"Kryptografiedienste";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"KtmRm für Distributed Transaction Coordinator";"KtmRm für Distributed Transaction Coordinator";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p";"KtmRm für Distributed Transaction Coordinator";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Laufwerke optimieren";"Laufwerke optimieren";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k defragsvc";"Laufwerke optimieren";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
